CODGEO,CODREG,CODDEP,LIBGEO
10085,44,10,Charmoy
10086,44,10,Charny-le-Bachot
10087,44,10,Chaserey
10089,44,10,Châtres
10090,44,10,Chauchigny
10091,44,10,Chaudrey
10092,44,10,Chauffour-lès-Bailly
10093,44,10,Chaumesnil
10094,44,10,Chavanges
10095,44,10,Le Chêne
10096,44,10,Chennegy
10097,44,10,Chervey
10098,44,10,Chesley
10099,44,10,Chessy-les-Prés
10100,44,10,Clérey
10101,44,10,Coclois
10102,44,10,Colombé-la-Fosse
10103,44,10,Colombé-le-Sec
10104,44,10,Cormost
10105,44,10,Courcelles-sur-Voire
10106,44,10,Courceroy
10107,44,10,Coursan-en-Othe
10108,44,10,Courtaoult
10109,44,10,Courtenot
10110,44,10,Courteranges
10111,44,10,Courteron
10112,44,10,Coussegrey
10113,44,10,Couvignon
10114,44,10,Crancey
10115,44,10,Creney-près-Troyes
10116,44,10,Crésantignes
10117,44,10,Crespy-le-Neuf
10118,44,10,Les Croûtes
10119,44,10,Cunfin
10120,44,10,Cussangy
10121,44,10,Dampierre
10122,44,10,Davrey
10123,44,10,Dienville
10124,44,10,Dierrey-Saint-Julien
10125,44,10,Dierrey-Saint-Pierre
10126,44,10,Dolancourt
10127,44,10,Dommartin-le-Coq
10128,44,10,Donnement
10129,44,10,Dosches
10130,44,10,Dosnon
10131,44,10,Droupt-Saint-Basle
10132,44,10,Droupt-Sainte-Marie
10133,44,10,Eaux-Puiseaux
10134,44,10,Échemines
10135,44,10,Éclance
10136,44,10,Éguilly-sous-Bois
10137,44,10,Engente
10138,44,10,Épagne
10139,44,10,Épothémont
10140,44,10,Ervy-le-Châtel
10141,44,10,Essoyes
10142,44,10,Estissac
10143,44,10,Étourvy
10144,44,10,Étrelles-sur-Aube
10145,44,10,Faux-Villecerf
10146,44,10,Fay-lès-Marcilly
10147,44,10,Fays-la-Chapelle
10148,44,10,Ferreux-Quincey
10149,44,10,Feuges
10150,44,10,Fontaine
10151,44,10,Fontaine-les-Grès
10153,44,10,Fontaine-Mâcon
10154,44,10,Fontenay-de-Bossery
10155,44,10,Fontette
10156,44,10,Fontvannes
10157,44,10,La Fosse-Corduan
10158,44,10,Fouchères
10159,44,10,Fralignes
10160,44,10,Fravaux
10161,44,10,Fresnay
10162,44,10,Fresnoy-le-Château
10163,44,10,Fuligny
10164,44,10,Gélannes
10165,44,10,Géraudot
10166,44,10,Les Grandes-Chapelles
10167,44,10,Grandville
10168,44,10,Les Granges
10169,44,10,Gumery
10170,44,10,Gyé-sur-Seine
10171,44,10,Hampigny
10172,44,10,Herbisse
10173,44,10,Isle-Aumont
10174,44,10,Isle-Aubigny
10175,44,10,Jasseines
10176,44,10,Jaucourt
10177,44,10,Javernant
10178,44,10,Jessains
10179,44,10,Jeugny
10180,44,10,Joncreuil
10181,44,10,Jully-sur-Sarce
10182,44,10,Juvancourt
10183,44,10,Juvanzé
10184,44,10,Juzanvigny
10185,44,10,Lagesse
10186,44,10,Laines-aux-Bois
10187,44,10,Landreville
10188,44,10,Lantages
10189,44,10,Lassicourt
10190,44,10,Laubressel
10191,44,10,Lavau
10192,44,10,Lentilles
10193,44,10,Lesmont
10194,44,10,Lévigny
10195,44,10,Lhuître
10196,44,10,Lignières
10197,44,10,Lignol-le-Château
10198,44,10,Lirey
10199,44,10,Loches-sur-Ource
10200,44,10,La Loge-aux-Chèvres
10201,44,10,La Loge-Pomblin
10202,44,10,Les Loges-Margueron
10203,44,10,Longchamp-sur-Aujon
10204,44,10,Longeville-sur-Mogne
10205,44,10,Longpré-le-Sec
10206,44,10,Longsols
10207,44,10,Longueville-sur-Aube
10208,44,10,La Louptière-Thénard
10209,44,10,Lusigny-sur-Barse
10210,44,10,Luyères
10211,44,10,Macey
10212,44,10,Machy
10213,44,10,Magnant
10214,44,10,Magnicourt
10215,44,10,Magny-Fouchard
10216,44,10,Mailly-le-Camp
10217,44,10,Maison-des-Champs
10218,44,10,Maisons-lès-Chaource
10219,44,10,Maisons-lès-Soulaines
10220,44,10,Maizières-la-Grande-Paroisse
10221,44,10,Maizières-lès-Brienne
10222,44,10,Maraye-en-Othe
10223,44,10,Marcilly-le-Hayer
10224,44,10,Marigny-le-Châtel
10225,44,10,Marnay-sur-Seine
10226,44,10,Marolles-lès-Bailly
10227,44,10,Marolles-sous-Lignières
10228,44,10,Mathaux
10229,44,10,Maupas
10230,44,10,Mergey
10231,44,10,Le Mériot
10232,44,10,Merrey-sur-Arce
10233,44,10,Méry-sur-Seine
10234,44,10,Mesgrigny
10235,44,10,Mesnil-la-Comtesse
10236,44,10,Mesnil-Lettre
10237,44,10,Mesnil-Saint-Loup
10238,44,10,Mesnil-Saint-Père
10239,44,10,Mesnil-Sellières
10240,44,10,Messon
10241,44,10,Metz-Robert
10242,44,10,Meurville
10243,44,10,Molins-sur-Aube
10245,44,10,Montaulin
10246,44,10,Montceaux-lès-Vaudes
10247,44,10,Montfey
10248,44,10,Montgueux
10249,44,10,Montiéramey
10250,44,10,Montier-en-l'Isle
10251,44,10,Montigny-les-Monts
10252,44,10,Montmartin-le-Haut
10253,44,10,Montmorency-Beaufort
10254,44,10,Montpothier
10255,44,10,Montreuil-sur-Barse
10256,44,10,Montsuzain
10257,44,10,Morembert
10258,44,10,Morvilliers
10259,44,10,La Motte-Tilly
10260,44,10,Moussey
10261,44,10,Mussy-sur-Seine
10262,44,10,Neuville-sur-Seine
10263,44,10,Neuville-sur-Vanne
10264,44,10,Noé-les-Mallets
10265,44,10,Les Noës-près-Troyes
10266,44,10,Nogent-en-Othe
10267,44,10,Nogent-sur-Aube
10268,44,10,Nogent-sur-Seine
10269,44,10,Nozay
10270,44,10,Onjon
10271,44,10,Origny-le-Sec
10272,44,10,Ormes
10273,44,10,Ortillon
10274,44,10,Orvilliers-Saint-Julien
10275,44,10,Ossey-les-Trois-Maisons
10276,44,10,Paisy-Cosdon
10278,44,10,Pargues
10279,44,10,Pars-lès-Chavanges
10280,44,10,Pars-lès-Romilly
10281,44,10,Le Pavillon-Sainte-Julie
10282,44,10,Payns
10283,44,10,Pel-et-Der
10284,44,10,Périgny-la-Rose
10285,44,10,Perthes-lès-Brienne
10286,44,10,Petit-Mesnil
10287,44,10,Piney
10288,44,10,Plaines-Saint-Lange
10289,44,10,Plancy-l'Abbaye
10290,44,10,Planty
10291,44,10,Plessis-Barbuise
10293,44,10,Poivres
10294,44,10,Poligny
10295,44,10,Polisot
10296,44,10,Polisy
10297,44,10,Pont-Sainte-Marie
10298,44,10,Pont-sur-Seine
10299,44,10,Pouan-les-Vallées
10300,44,10,Pougy
10301,44,10,Pouy-sur-Vannes
10302,44,10,Praslin
10303,44,10,Précy-Notre-Dame
10304,44,10,Précy-Saint-Martin
10305,44,10,Prémierfait
10306,44,10,Proverville
10307,44,10,Prugny
10308,44,10,Prunay-Belleville
10309,44,10,Prusy
10310,44,10,Puits-et-Nuisement
10312,44,10,Racines
10313,44,10,Radonvilliers
10314,44,10,Ramerupt
10315,44,10,Rances
10316,44,10,Rhèges
10317,44,10,Les Riceys
10318,44,10,Rigny-la-Nonneuse
10319,44,10,Rigny-le-Ferron
10320,44,10,Rilly-Sainte-Syre
10321,44,10,La Rivière-de-Corps
10323,44,10,Romilly-sur-Seine
10324,44,10,Roncenay
10325,44,10,Rosières-près-Troyes
10326,44,10,Rosnay-l'Hôpital
10327,44,10,La Rothière
10328,44,10,Rouilly-Sacey
10329,44,10,Rouilly-Saint-Loup
10330,44,10,Rouvres-les-Vignes
10331,44,10,Rumilly-lès-Vaudes
10332,44,10,Ruvigny
10333,44,10,Saint-André-les-Vergers
10334,44,10,Saint-Aubin
10335,44,10,Saint-Benoist-sur-Vanne
10336,44,10,Saint-Benoît-sur-Seine
10337,44,10,Saint-Christophe-Dodinicourt
10338,44,10,Saint-Étienne-sous-Barbuise
10339,44,10,Saint-Flavy
10340,44,10,Saint-Germain
10341,44,10,Saint-Hilaire-sous-Romilly
10342,44,10,Saint-Jean-de-Bonneval
10343,44,10,Saint-Julien-les-Villas
10344,44,10,Saint-Léger-près-Troyes
10345,44,10,Saint-Léger-sous-Brienne
10346,44,10,Saint-Léger-sous-Margerie
10347,44,10,Saint-Loup-de-Buffigny
10348,44,10,Saint-Lupien
10349,44,10,Saint-Lyé
10350,44,10,Saint-Mards-en-Othe
10351,44,10,Saint-Martin-de-Bossenay
10352,44,10,Sainte-Maure
10353,44,10,Saint-Mesmin
10354,44,10,Saint-Nabord-sur-Aube
10355,44,10,Saint-Nicolas-la-Chapelle
10356,44,10,Saint-Oulph
10357,44,10,Saint-Parres-aux-Tertres
10358,44,10,Saint-Parres-lès-Vaudes
10359,44,10,Saint-Phal
10360,44,10,Saint-Pouange
10361,44,10,Saint-Remy-sous-Barbuise
10362,44,10,Sainte-Savine
10363,44,10,Saint-Thibault
10364,44,10,Saint-Usage
10365,44,10,Salon
10366,44,10,Saulcy
10367,44,10,La Saulsotte
10368,44,10,Savières
10369,44,10,Semoine
10370,44,10,Soligny-les-Étangs
10371,44,10,Sommeval
10372,44,10,Soulaines-Dhuys
10373,44,10,Souligny
10374,44,10,Spoy
10375,44,10,Thennelières
10376,44,10,Thieffrain
10377,44,10,Thil
10378,44,10,Thors
10379,44,10,Torcy-le-Grand
10380,44,10,Torcy-le-Petit
10381,44,10,Torvilliers
10382,44,10,Traînel
10383,44,10,Trancault
10384,44,10,Trannes
10386,44,10,Trouans
10387,44,10,Troyes
10388,44,10,Turgy
10389,44,10,Unienville
10390,44,10,Urville
10391,44,10,Vailly
10392,44,10,Vallant-Saint-Georges
10393,44,10,Vallentigny
10394,44,10,Vallières
10395,44,10,Vanlay
10396,44,10,Vauchassis
10397,44,10,Vauchonvilliers
10398,44,10,Vaucogne
10399,44,10,Vaudes
10400,44,10,Vaupoisson
10401,44,10,Vendeuvre-sur-Barse
10402,44,10,La Vendue-Mignot
10403,44,10,Vernonvilliers
10404,44,10,Verpillières-sur-Ource
10405,44,10,Verricourt
10406,44,10,Verrières
10408,44,10,Viâpres-le-Petit
10409,44,10,Villacerf
10410,44,10,Villadin
10411,44,10,La Ville-aux-Bois
10412,44,10,Villechétif
10414,44,10,Villeloup
10416,44,10,Villemereuil
10417,44,10,Villemoiron-en-Othe
10418,44,10,Villemorien
10419,44,10,Villemoyenne
10420,44,10,Villenauxe-la-Grande
10421,44,10,La Villeneuve-au-Châtelot
10422,44,10,Villeneuve-au-Chemin
10423,44,10,La Villeneuve-au-Chêne
10424,44,10,Villeret
10425,44,10,Villery
10426,44,10,Ville-sous-la-Ferté
10427,44,10,Ville-sur-Arce
10428,44,10,Ville-sur-Terre
10429,44,10,Villette-sur-Aube
10430,44,10,Villiers-Herbisse
10431,44,10,Villiers-le-Bois
10432,44,10,Villiers-sous-Praslin
10433,44,10,Villy-en-Trodes
10434,44,10,Villy-le-Bois
10435,44,10,Villy-le-Maréchal
10436,44,10,Vinets
10437,44,10,Virey-sous-Bar
10438,44,10,Vitry-le-Croisé
10439,44,10,Viviers-sur-Artaut
10440,44,10,Voigny
10441,44,10,Vosnon
10442,44,10,Voué
10443,44,10,Vougrey
10444,44,10,Vulaines
10445,44,10,Yèvres-le-Petit
11001,76,11,Aigues-Vives
11002,76,11,Airoux
11003,76,11,Ajac
11004,76,11,Alaigne
11005,76,11,Alairac
11006,76,11,Albas
11007,76,11,Albières
11008,76,11,Alet-les-Bains
11009,76,11,Alzonne
11010,76,11,Antugnac
11011,76,11,Aragon
11012,76,11,Argeliers
11013,76,11,Argens-Minervois
11014,76,11,Armissan
11015,76,11,Arques
11016,76,11,Arquettes-en-Val
11017,76,11,Artigues
11018,76,11,Arzens
11019,76,11,Aunat
11020,76,11,Auriac
11021,76,11,Axat
11022,76,11,Azille
11023,76,11,Badens
11024,76,11,Bages
11025,76,11,Bagnoles
11026,76,11,Baraigne
11027,76,11,Barbaira
11028,76,11,Belcaire
11029,76,11,Belcastel-et-Buc
11030,76,11,Belflou
11031,76,11,Belfort-sur-Rebenty
11032,76,11,Bellegarde-du-Razès
11033,76,11,Belpech
11034,76,11,Belvèze-du-Razès
11035,76,11,Belvianes-et-Cavirac
11036,76,11,Belvis
11037,76,11,Berriac
11038,76,11,Bessède-de-Sault
11039,76,11,La Bezole
11040,76,11,Bizanet
11041,76,11,Bize-Minervois
11042,76,11,Blomac
11043,76,11,Bouilhonnac
11044,76,11,Bouisse
11045,76,11,Bouriège
11046,76,11,Bourigeole
11047,76,11,Le Bousquet
11048,76,11,Boutenac
11049,76,11,Bram
11051,76,11,Brézilhac
11052,76,11,Brousses-et-Villaret
11053,76,11,Brugairolles
11054,76,11,Les Brunels
11055,76,11,Bugarach
11056,76,11,Cabrespine
11057,76,11,Cahuzac
11058,76,11,Cailhau
11059,76,11,Cailhavel
11060,76,11,Cailla
11061,76,11,Cambieure
11062,76,11,Campagna-de-Sault
11063,76,11,Campagne-sur-Aude
11064,76,11,Camplong-d'Aude
11065,76,11,Camps-sur-l'Agly
11066,76,11,Camurac
11067,76,11,Canet
11068,76,11,Capendu
11069,76,11,Carcassonne
11070,76,11,Carlipa
11071,76,11,Cascastel-des-Corbières
11072,76,11,La Cassaigne
11073,76,11,Cassaignes
11074,76,11,Les Cassés
11075,76,11,Castans
11076,76,11,Castelnaudary
11077,76,11,Castelnau-d'Aude
11078,76,11,Castelreng
11079,76,11,Caudebronde
11080,76,11,Val de Lambronne
11081,76,11,Caunes-Minervois
11082,76,11,Caunette-sur-Lauquet
11083,76,11,Caunettes-en-Val
11084,76,11,Caux-et-Sauzens
11085,76,11,Cavanac
11086,76,11,Caves
11087,76,11,Cazalrenoux
11088,76,11,Cazilhac
11089,76,11,Cenne-Monestiés
11090,76,11,Cépie
11091,76,11,Chalabre
11092,76,11,Citou
11093,76,11,Le Clat
11094,76,11,Clermont-sur-Lauquet
11095,76,11,Comigne
11096,76,11,Comus
11098,76,11,Conilhac-Corbières
11099,76,11,Conques-sur-Orbiel
11100,76,11,Corbières
11101,76,11,Coudons
11102,76,11,Couffoulens
11103,76,11,Couiza
11104,76,11,Counozouls
11105,76,11,Cournanel
11106,76,11,Coursan
11107,76,11,Courtauly
11108,76,11,La Courtète
11109,76,11,Coustaussa
11110,76,11,Coustouge
11111,76,11,Cruscades
11112,76,11,Cubières-sur-Cinoble
11113,76,11,Cucugnan
11114,76,11,Cumiès
11115,76,11,Cuxac-Cabardès
11116,76,11,Cuxac-d'Aude
11117,76,11,Davejean
11118,76,11,Dernacueillette
11119,76,11,La Digne-d'Amont
11120,76,11,La Digne-d'Aval
11121,76,11,Donazac
11122,76,11,Douzens
11123,76,11,Duilhac-sous-Peyrepertuse
11124,76,11,Durban-Corbières
11125,76,11,Embres-et-Castelmaure
11126,76,11,Escales
11127,76,11,Escouloubre
11128,76,11,Escueillens-et-Saint-Just-de-Bélengard
11129,76,11,Espéraza
11130,76,11,Espezel
11131,76,11,Val-du-Faby
11132,76,11,Fabrezan
11133,76,11,Fajac-en-Val
11134,76,11,Fajac-la-Relenque
11135,76,11,La Fajolle
11136,76,11,Fanjeaux
11137,76,11,Félines-Termenès
11138,76,11,Fendeille
11139,76,11,Fenouillet-du-Razès
11140,76,11,Ferrals-les-Corbières
11141,76,11,Ferran
11142,76,11,Festes-et-Saint-André
11143,76,11,Feuilla
11144,76,11,Fitou
11145,76,11,Fleury
11146,76,11,Floure
11147,76,11,Fontanès-de-Sault
11148,76,11,Fontcouverte
11149,76,11,Fonters-du-Razès
11150,76,11,Fontiers-Cabardès
11151,76,11,Fontiès-d'Aude
11152,76,11,Fontjoncouse
11153,76,11,La Force
11154,76,11,Fournes-Cabardès
11155,76,11,Fourtou
11156,76,11,Fraisse-Cabardès
11157,76,11,Fraissé-des-Corbières
11158,76,11,Gaja-et-Villedieu
11159,76,11,Gaja-la-Selve
11160,76,11,Galinagues
11161,76,11,Gardie
11162,76,11,Generville
11163,76,11,Gincla
11164,76,11,Ginestas
11165,76,11,Ginoles
11166,76,11,Gourvieille
11167,76,11,Gramazie
11168,76,11,Granès
11169,76,11,Greffeil
11170,76,11,Gruissan
11172,76,11,Homps
11173,76,11,Hounoux
11174,76,11,Les Ilhes
11175,76,11,Issel
11176,76,11,Jonquières
11177,76,11,Joucou
11178,76,11,Labastide-d'Anjou
11179,76,11,Labastide-en-Val
11180,76,11,Labastide-Esparbairenque
11181,76,11,Labécède-Lauragais
11182,76,11,Lacombe
11183,76,11,Ladern-sur-Lauquet
11184,76,11,Lafage
11185,76,11,Lagrasse
11186,76,11,Lairière
11187,76,11,Lanet
11188,76,11,La Palme
11189,76,11,Laprade
11190,76,11,La Redorte
11191,76,11,Laroque-de-Fa
11192,76,11,Lasbordes
11193,76,11,Lasserre-de-Prouille
11194,76,11,Lastours
11195,76,11,Laurabuc
11196,76,11,Laurac
11197,76,11,Lauraguel
11198,76,11,Laure-Minervois
11199,76,11,Lavalette
11200,76,11,Lespinassière
11201,76,11,Leuc
11202,76,11,Leucate
11203,76,11,Lézignan-Corbières
11204,76,11,Lignairolles
11205,76,11,Limousis
11206,76,11,Limoux
11207,76,11,Loupia
11208,76,11,La Louvière-Lauragais
11209,76,11,Luc-sur-Aude
11210,76,11,Luc-sur-Orbieu
11211,76,11,Magrie
11212,76,11,Mailhac
11213,76,11,Maisons
11214,76,11,Malras
11215,76,11,Malves-en-Minervois
11216,76,11,Malviès
11217,76,11,Marcorignan
11218,76,11,Marquein
11219,76,11,Marsa
11220,76,11,Marseillette
11221,76,11,Les Martys
11222,76,11,Mas-Cabardès
11223,76,11,Mas-des-Cours
11224,76,11,Massac
11225,76,11,Mas-Saintes-Puelles
11226,76,11,Mayreville
11227,76,11,Mayronnes
11228,76,11,Mazerolles-du-Razès
11229,76,11,Mazuby
11230,76,11,Mérial
11231,76,11,Mézerville
11232,76,11,Miraval-Cabardès
11233,76,11,Mirepeisset
11234,76,11,Mireval-Lauragais
11235,76,11,Missègre
11236,76,11,Molandier
11238,76,11,Molleville
11239,76,11,Montauriol
11240,76,11,Montazels
11241,76,11,Montbrun-des-Corbières
11242,76,11,Montclar
11243,76,11,Montferrand
11244,76,11,Montfort-sur-Boulzane
11245,76,11,Montgaillard
11246,76,11,Montgradail
11247,76,11,Monthaut
11248,76,11,Montirat
11249,76,11,Montjardin
11250,76,11,Montjoi
11251,76,11,Val-de-Dagne
11252,76,11,Montmaur
11253,76,11,Montolieu
11254,76,11,Montréal
11255,76,11,Montredon-des-Corbières
11256,76,11,Montséret
11257,76,11,Monze
11258,76,11,Moussan
11259,76,11,Moussoulens
11260,76,11,Mouthoumet
11261,76,11,Moux
11262,76,11,Narbonne
11263,76,11,Nébias
11264,76,11,Névian
11265,76,11,Niort-de-Sault
11266,76,11,Port-la-Nouvelle
11267,76,11,Ornaisons
11268,76,11,Orsans
11269,76,11,Ouveillan
11270,76,11,Padern
11271,76,11,Palairac
11272,76,11,Palaja
11273,76,11,Paraza
11274,76,11,Pauligne
11275,76,11,Payra-sur-l'Hers
11276,76,11,Paziols
11277,76,11,Pécharic-et-le-Py
11278,76,11,Pech-Luna
11279,76,11,Pennautier
11280,76,11,Pépieux
11281,76,11,Pexiora
11282,76,11,Peyrefitte-du-Razès
11283,76,11,Peyrefitte-sur-l'Hers
11284,76,11,Peyrens
11285,76,11,Peyriac-de-Mer
11286,76,11,Peyriac-Minervois
11287,76,11,Peyrolles
11288,76,11,Pezens
11289,76,11,Pieusse
11290,76,11,Plaigne
11291,76,11,Plavilla
11292,76,11,La Pomarède
11293,76,11,Pomas
11294,76,11,Pomy
11295,76,11,Portel-des-Corbières
11296,76,11,Pouzols-Minervois
11297,76,11,Pradelles-Cabardès
11299,76,11,Preixan
11300,76,11,Puginier
11301,76,11,Puichéric
11302,76,11,Puilaurens
11303,76,11,Puivert
11304,76,11,Quillan
11305,76,11,Quintillan
11306,76,11,Quirbajou
11307,76,11,Raissac-d'Aude
11308,76,11,Raissac-sur-Lampy
11309,76,11,Rennes-le-Château
11310,76,11,Rennes-les-Bains
11311,76,11,Ribaute
11312,76,11,Ribouisse
11313,76,11,Ricaud
11314,76,11,Rieux-en-Val
11315,76,11,Rieux-Minervois
11316,76,11,Rivel
11317,76,11,Rodome
11318,76,11,Roquecourbe-Minervois
11319,76,11,Roquefère
11320,76,11,Roquefeuil
11321,76,11,Roquefort-de-Sault
11322,76,11,Roquefort-des-Corbières
11323,76,11,Roquetaillade-et-Conilhac
11324,76,11,Roubia
11325,76,11,Rouffiac-d'Aude
11326,76,11,Rouffiac-des-Corbières
11327,76,11,Roullens
11328,76,11,Routier
11330,76,11,Rustiques
11331,76,11,Saint-Amans
11332,76,11,Saint-André-de-Roquelongue
11333,76,11,Saint-Benoît
11334,76,11,Sainte-Camelle
11335,76,11,Sainte-Colombe-sur-Guette
11336,76,11,Sainte-Colombe-sur-l'Hers
11337,76,11,Saint-Couat-d'Aude
11338,76,11,Saint-Couat-du-Razès
11339,76,11,Saint-Denis
11340,76,11,Sainte-Eulalie
11341,76,11,Saint-Ferriol
11342,76,11,Saint-Frichoux
11343,76,11,Saint-Gaudéric
11344,76,11,Saint-Hilaire
11345,76,11,Saint-Jean-de-Barrou
11346,76,11,Saint-Jean-de-Paracol
11347,76,11,Saint-Julia-de-Bec
11348,76,11,Saint-Julien-de-Briola
11350,76,11,Saint-Just-et-le-Bézu
11351,76,11,Saint-Laurent-de-la-Cabrerisse
11352,76,11,Saint-Louis-et-Parahou
11353,76,11,Saint-Marcel-sur-Aude
11354,76,11,Saint-Martin-des-Puits
11355,76,11,Saint-Martin-de-Villereglan
11356,76,11,Saint-Martin-Lalande
11357,76,11,Saint-Martin-le-Vieil
11358,76,11,Saint-Martin-Lys
11359,76,11,Saint-Michel-de-Lanès
11360,76,11,Saint-Nazaire-d'Aude
11361,76,11,Saint-Papoul
11362,76,11,Saint-Paulet
11363,76,11,Saint-Pierre-des-Champs
11364,76,11,Saint-Polycarpe
11365,76,11,Saint-Sernin
11366,76,11,Sainte-Valière
11367,76,11,Saissac
11368,76,11,Sallèles-Cabardès
11369,76,11,Sallèles-d'Aude
11370,76,11,Salles-d'Aude
11371,76,11,Salles-sur-l'Hers
11372,76,11,Salsigne
11373,76,11,Salvezines
11374,76,11,Salza
11375,76,11,Seignalens
11376,76,11,La Serpent
11377,76,11,Serres
11378,76,11,Serviès-en-Val
11379,76,11,Sigean
11380,76,11,Sonnac-sur-l'Hers
11381,76,11,Sougraigne
11382,76,11,Souilhanels
11383,76,11,Souilhe
11384,76,11,Soulatgé
11385,76,11,Soupex
11386,76,11,Talairan
11387,76,11,Taurize
11388,76,11,Termes
11389,76,11,Terroles
11390,76,11,Thézan-des-Corbières
11391,76,11,La Tourette-Cabardès
11392,76,11,Tournissan
11393,76,11,Tourouzelle
11394,76,11,Tourreilles
11395,76,11,Trassanel
11396,76,11,Trausse
11397,76,11,Trèbes
11398,76,11,Treilles
11399,76,11,Tréville
11400,76,11,Tréziers
11401,76,11,Tuchan
11402,76,11,Valmigère
11404,76,11,Ventenac-Cabardès
11405,76,11,Ventenac-en-Minervois
11406,76,11,Véraza
11407,76,11,Verdun-en-Lauragais
11408,76,11,Verzeille
11409,76,11,Vignevieille
11410,76,11,Villalier
11411,76,11,Villanière
11412,76,11,Villardebelle
11413,76,11,Villardonnel
11414,76,11,Villar-en-Val
11415,76,11,Villar-Saint-Anselme
11416,76,11,Villarzel-Cabardès
11417,76,11,Villarzel-du-Razès
11418,76,11,Villasavary
11419,76,11,Villautou
11420,76,11,Villebazy
11421,76,11,Villedaigne
11422,76,11,Villedubert
11423,76,11,Villefloure
11424,76,11,Villefort
11425,76,11,Villegailhenc
11426,76,11,Villegly
11427,76,11,Villelongue-d'Aude
11428,76,11,Villemagne
11429,76,11,Villemoustaussou
11430,76,11,Villeneuve-la-Comptal
11431,76,11,Villeneuve-les-Corbières
11432,76,11,Villeneuve-lès-Montréal
11433,76,11,Villeneuve-Minervois
11434,76,11,Villepinte
11435,76,11,Villerouge-Termenès
11436,76,11,Villesèque-des-Corbières
11437,76,11,Villesèquelande
11438,76,11,Villesiscle
11439,76,11,Villespy
11440,76,11,Villetritouls
11441,76,11,Vinassan
12001,76,12,Agen-d'Aveyron
12002,76,12,Aguessac
12003,76,12,Les Albres
12004,76,12,Almont-les-Junies
12006,76,12,Alrance
12007,76,12,Ambeyrac
12008,76,12,Anglars-Saint-Félix
12009,76,12,Arnac-sur-Dourdou
12010,76,12,Arques
12011,76,12,Arvieu
12012,76,12,Asprières
12013,76,12,Aubin
12015,76,12,Auriac-Lagast
12016,76,12,Auzits
12017,76,12,Ayssènes
12018,76,12,Balaguier-d'Olt
12019,76,12,Balaguier-sur-Rance
12021,76,12,Le Bas Ségala
12022,76,12,La Bastide-Pradines
12023,76,12,La Bastide-Solages
12024,76,12,Belcastel
12025,76,12,Belmont-sur-Rance
12026,76,12,Bertholène
12027,76,12,Bessuéjouls
12028,76,12,Boisse-Penchot
12029,76,12,Bor-et-Bar
12030,76,12,Bouillac
12031,76,12,Bournazel
12032,76,12,Boussac
12033,76,12,Bozouls
12034,76,12,Brandonnet
12035,76,12,Brasc
12036,76,12,Brommat
12037,76,12,Broquiès
12038,76,12,Brousse-le-Château
12039,76,12,Brusque
12041,76,12,Cabanès
12042,76,12,Calmels-et-le-Viala
12043,76,12,Calmont
12044,76,12,Camarès
12045,76,12,Camboulazet
12046,76,12,Camjac
12047,76,12,Campagnac
12048,76,12,Campouriez
12049,76,12,Campuac
12050,76,12,Canet-de-Salars
12051,76,12,Cantoin
12052,76,12,Capdenac-Gare
12053,76,12,La Capelle-Balaguier
12054,76,12,La Capelle-Bleys
12055,76,12,La Capelle-Bonance
12056,76,12,Baraqueville
12057,76,12,Cassagnes-Bégonhès
12058,76,12,Cassuéjouls
12059,76,12,Castanet
12060,76,12,Castelmary
12061,76,12,Castelnau-de-Mandailles
12062,76,12,Castelnau-Pégayrols
12063,76,12,La Cavalerie
12064,76,12,Le Cayrol
12065,76,12,Centrès
12066,76,12,Clairvaux-d'Aveyron
12067,76,12,Le Clapier
12068,76,12,Colombiès
12069,76,12,Combret
12070,76,12,Compeyre
12071,76,12,Compolibat
12072,76,12,Comprégnac
12073,76,12,Comps-la-Grand-Ville
12074,76,12,Condom-d'Aubrac
12075,76,12,Connac
12076,76,12,Conques-en-Rouergue
12077,76,12,Cornus
12078,76,12,Les Costes-Gozon
12079,76,12,Coubisou
12080,76,12,Coupiac
12082,76,12,La Couvertoirade
12083,76,12,Cransac
12084,76,12,Creissels
12085,76,12,Crespin
12086,76,12,La Cresse
12088,76,12,Curières
12089,76,12,Decazeville
12090,76,12,Druelle Balsac
12091,76,12,Drulhe
12092,76,12,Durenque
12093,76,12,Le Fel
12094,76,12,Entraygues-sur-Truyère
12095,76,12,Escandolières
12096,76,12,Espalion
12097,76,12,Espeyrac
12098,76,12,Estaing
12099,76,12,Fayet
12100,76,12,Firmi
12101,76,12,Flagnac
12102,76,12,Flavin
12103,76,12,Florentin-la-Capelle
12104,76,12,Foissac
12105,76,12,La Fouillade
12106,76,12,Gabriac
12107,76,12,Gaillac-d'Aveyron
12108,76,12,Galgan
12109,76,12,Gissac
12110,76,12,Golinhac
12111,76,12,Goutrens
12113,76,12,Gramond
12115,76,12,L'Hospitalet-du-Larzac
12116,76,12,Huparlac
12118,76,12,Lacroix-Barrez
12119,76,12,Laguiole
12120,76,12,Laissac-Sévérac l'Église
12121,76,12,Lanuéjouls
12122,76,12,Lapanouse-de-Cernon
12124,76,12,Lassouts
12125,76,12,Laval-Roquecezière
12127,76,12,Lédergues
12128,76,12,Lescure-Jaoul
12129,76,12,Lestrade-et-Thouels
12130,76,12,Livinhac-le-Haut
12131,76,12,La Loubière
12133,76,12,Luc-la-Primaube
12134,76,12,Lugan
